Names,,,,Hours,Minutes,Seconds,RA,Sign,Degrees,Minutes,Seconds,Dec,,Abs. Mag,Distance   (parsecs),App. Mag,Star Class,,,,,,Lat Conversion,Lon Conversion,,Latitude,Longitude
RSC 1237-734-0-0-1057,,,,9,28,52.36,9.481211111,-1,-54,4,49.85,-54.08051389,,-6,2214.77,5.726643161,O5.1 V,,,,,,54.08051389,-37.78183333,,54.08051389,-37.78183333
RSC 1237-734-0-0-1417,,,,9,32,6.09,9.535025,-1,-53,6,46.69,-53.11296944,,-5.99,2173.24,5.69553845,O5.1 V,,,,,,53.11296944,-36.974625,,53.11296944,-36.974625
RSC 1237-734-0-0-9396,,,,9,31,41.84,9.528288889,-1,-53,19,12.97,-53.32026944,,-5.99,2252.5,5.773323998,O5.1 V,,,,,,53.32026944,-37.07566667,,53.32026944,-37.07566667
RSC 1237-734-0-0-6983,,,,9,35,27.01,9.590836111,-1,-52,41,42.21,-52.69505833,,-5.98,2143.05,5.675161519,O5.1 V,,,,,,52.69505833,-36.13745833,,52.69505833,-36.13745833
RSC 1237-734-0-0-4545,,,,9,35,16.68,9.587966667,-1,-53,45,6.14,-53.75170556,,-5.94,2165.99,5.738282236,O5.1 IV,,,,,,53.75170556,-36.1805,,53.75170556,-36.1805
RSC 1237-734-0-0-9124,,,,9,26,10.39,9.436219444,-1,-52,32,45.7,-52.54602778,,-5.91,2218.23,5.820032873,O5.2 V,,,,,,52.54602778,-38.45670833,,52.54602778,-38.45670833
RSC 1237-734-0-0-11652,,,,9,29,55.39,9.498719444,-1,-53,18,25.6,-53.30711111,,-5.9,2267.59,5.877822665,O5.2 V,,,,,,53.30711111,-37.51920833,,53.30711111,-37.51920833
RSC 1237-734-0-0-11735,,,,9,36,27.72,9.6077,-1,-54,24,13.86,-54.40385,,-5.84,2238.45,5.90973699,O5.3 V,,,,,,54.40385,-35.8845,,54.40385,-35.8845
RSC 1237-734-0-0-6989,,,,9,31,43.88,9.528855556,-1,-53,26,24.22,-53.44006111,,-5.77,2194.65,5.936826347,O5.3 V,,,,,,53.44006111,-37.06716667,,53.44006111,-37.06716667
RSC 1237-734-0-0-5346,,,,9,36,22.87,9.606352778,-1,-52,58,6.52,-52.96847778,,-5.73,2241.31,6.022509644,O5.4 V,,,,,,52.96847778,-35.90470833,,52.96847778,-35.90470833
RSC 1237-734-0-0-2812,,,,9,30,23.52,9.506533333,-1,-52,50,21.99,-52.83944167,,-5.72,2166.65,5.958943806,O5.4 V,,,,,,52.83944167,-37.402,,52.83944167,-37.402
RSC 1237-734-0-0-10358,,,,9,38,19.56,9.638766667,-1,-52,32,22.85,-52.53968056,,-5.71,2225.11,6.026757428,O5.4 V,,,,,,52.53968056,-35.4185,,52.53968056,-35.4185
RSC 1237-734-0-0-1303,,,,9,21,47.43,9.363175,-1,-53,1,9.53,-53.01931389,,-5.67,2206.09,6.04811613,O5.5 V,,,,,,53.01931389,-39.552375,,53.01931389,-39.552375
RSC 1237-734-0-0-7759,,,,9,34,59.2,9.583111111,-1,-52,9,53.68,-52.16491111,,-5.62,2216.4,6.108240707,O5.5 V,,,,,,52.16491111,-36.25333333,,52.16491111,-36.25333333
RSC 1237-734-0-0-8499,,,,9,30,55.1,9.515305556,-1,-52,22,58.87,-52.38301944,,-5.58,2208.15,6.140142859,O5.6 V,,,,,,52.38301944,-37.27041667,,52.38301944,-37.27041667
RSC 1237-734-0-0-7874,,,,9,41,4.89,9.684691667,-1,-53,59,24.26,-53.99007222,,-5.57,2250.18,6.191086301,O5.6 V,,,,,,53.99007222,-34.729625,,53.99007222,-34.729625
RSC 1237-734-0-0-4052,,,,9,38,0.39,9.633441667,-1,-53,23,55.33,-53.39870278,,-5.56,2194.41,6.146588868,O5.6 V,,,,,,53.39870278,-35.498375,,53.39870278,-35.498375
RSC 1237-734-0-0-1183,,,,9,36,33.38,9.609272222,-1,-53,15,7.16,-53.25198889,,-5.56,2204.76,6.156806605,O5.6 V,,,,,,53.25198889,-35.86091667,,53.25198889,-35.86091667
RSC 1237-734-0-0-9591,,,,9,29,19.78,9.488827778,-1,-53,22,17.29,-53.37146944,,-5.55,2142.1,6.104198706,O5.6 V,,,,,,53.37146944,-37.66758333,,53.37146944,-37.66758333
RSC 1237-734-0-0-11092,,,,9,33,21.52,9.555977778,-1,-52,45,51.04,-52.76417778,,-5.55,2165.21,6.127500121,O5.6 V,,,,,,52.76417778,-36.66033333,,52.76417778,-36.66033333
RSC 1237-734-0-0-2275,,,,9,34,11.33,9.569813889,-1,-54,23,31.85,-54.39218056,,-5.49,2211.85,6.233778356,O5.7 V,,,,,,54.39218056,-36.45279167,,54.39218056,-36.45279167
RSC 1237-734-0-0-8743,,,,9,23,28.96,9.391377778,-1,-53,50,0.9,-53.83358333,,-5.49,2197.02,6.219170052,O5.7 V,,,,,,53.83358333,-39.12933333,,53.83358333,-39.12933333
RSC 1237-734-0-0-508,,,,9,40,48.68,9.680188889,-1,-52,46,12.99,-52.770275,,-5.48,2235.72,6.267087059,O5.7 V,,,,,,52.770275,-34.79716667,,52.770275,-34.79716667
RSC 1237-734-0-0-2960,,,,9,38,23.73,9.639925,-1,-52,38,45.51,-52.645975,,-5.47,2228.59,6.270150887,O5.7 V,,,,,,52.645975,-35.401125,,52.645975,-35.401125
RSC 1237-734-0-0-816,,,,9,36,26.8,9.607444444,-1,-52,11,32.92,-52.19247778,,-5.39,2199.79,6.321906117,O5.8 V,,,,,,52.19247778,-35.88833333,,52.19247778,-35.88833333
RSC 1237-734-0-0-7653,,,,9,32,46.29,9.546191667,-1,-52,14,32.41,-52.24233611,,-5.39,2245.91,6.366961744,O5.8 V,,,,,,52.24233611,-36.807125,,52.24233611,-36.807125
RSC 1237-734-0-0-9298,,,,9,36,44.6,9.612388889,-1,-54,10,16.42,-54.17122778,,-5.39,2221.92,6.343642091,O5.8 V,,,,,,54.17122778,-35.81416667,,54.17122778,-35.81416667
RSC 1237-734-0-0-10375,,,,9,28,20.66,9.472405556,-1,-54,2,44.04,-54.04556667,,-5.37,2204.53,6.346580066,O5.8 V,,,,,,54.04556667,-37.91391667,,54.04556667,-37.91391667
RSC 1237-734-0-0-5163,,,,9,32,22.15,9.539486111,-1,-54,7,44.77,-54.12910278,,-5.36,2211.34,6.363277609,O5.9 V,,,,,,54.12910278,-36.90770833,,54.12910278,-36.90770833
RSC 1237-734-0-0-11396,,,,9,31,41.24,9.528122222,-1,-53,30,19.2,-53.50533333,,-5.35,2208.38,6.370369027,O5.9 V,,,,,,53.50533333,-37.07816667,,53.50533333,-37.07816667
RSC 1237-734-0-0-9523,,,,9,34,26.83,9.574119444,-1,-54,9,15.48,-54.1543,,-5.35,2210.37,6.372324888,O5.9 V,,,,,,54.1543,-36.38820833,,54.1543,-36.38820833
RSC 1237-734-0-0-10878,,,,9,35,22.66,9.589627778,-1,-53,4,55.91,-53.08219722,,-5.3,2168.63,6.380927307,O5.9 V,,,,,,53.08219722,-36.15558333,,53.08219722,-36.15558333
RSC 1237-735-0-0-4411,,,,9,37,33.49,9.625969444,-1,-52,11,58.48,-52.19957778,,-10.03,2205.24,1.687279307,O0 V,SCO 1L5,,,,,52.19957778,-35.61045833,,52.19957778,-35.61045833
RSC 1237-735-0-0-719,,,,9,27,13.99,9.453886111,-1,-52,20,57.28,-52.34924444,,-9.59,2191.89,2.114093776,O0.6 V,52 Stars,,,,,52.34924444,-38.19170833,,52.34924444,-38.19170833
RSC 1237-735-0-0-53,,,,9,28,34.84,9.476344444,-1,-51,57,43.94,-51.96220556,,-9.4,2177.19,2.289481655,O0.8 IV,,,,,,51.96220556,-37.85483333,,51.96220556,-37.85483333
RSC 1237-735-0-0-6058,,,,9,33,48.19,9.563386111,-1,-53,13,33.59,-53.22599722,,-8.92,2193.55,2.785737691,O1.4 V,,,,,,53.22599722,-36.54920833,,53.22599722,-36.54920833
RSC 1237-735-0-0-2319,,,,9,30,52.7,9.514638889,-1,-52,49,29.62,-52.82489444,,-8.9,2182.83,2.79509957,O1.4 V,,,,,,52.82489444,-37.28041667,,52.82489444,-37.28041667
RSC 1237-735-0-0-2398,,,,9,28,19.08,9.471966667,-1,-52,26,11.9,-52.43663889,,-8.75,2185.68,2.947932891,O1.6 IV,,,,,,52.43663889,-37.9205,,52.43663889,-37.9205
RSC 1237-735-0-0-4012,,,,9,28,33.15,9.475875,-1,-52,5,44.76,-52.09576667,,-8.74,2178.71,2.950997134,O1.6 V,,,,,,52.09576667,-37.861875,,52.09576667,-37.861875
RSC 1237-735-0-0-1685,,,,9,28,12.35,9.470097222,-1,-51,54,1.06,-51.90029444,,-8.66,2175.08,3.027376175,O1.7 V,,,,,,51.90029444,-37.94854167,,51.90029444,-37.94854167
RSC 1237-735-0-0-5301,,,,9,29,26.93,9.490813889,-1,-51,59,22.38,-51.98955,,-8.59,2179.19,3.101475487,O1.8 V,,,,,,51.98955,-37.63779167,,51.98955,-37.63779167
RSC 1237-735-0-0-1701,,,,9,30,46.59,9.512941667,-1,-51,2,37.61,-51.04378056,,-8.43,2199.49,3.281609959,O2 V  ,,,,,,51.04378056,-37.305875,,51.04378056,-37.305875
RSC 1237-735-0-0-1971,,,,9,34,55.93,9.582202778,-1,-52,2,35.1,-52.04308333,,-8.28,2201.43,3.433524403,O2.2 V,,,,,,52.04308333,-36.26695833,,52.04308333,-36.26695833
RSC 1237-735-0-0-1332,,,,9,27,9.71,9.452697222,-1,-51,17,7.2,-51.28533333,,-7.46,2163.96,4.216246144,O3.2 V,,,,,,51.28533333,-38.20954167,,51.28533333,-38.20954167
RSC 1237-735-0-0-5648,,,,9,32,28.79,9.541330556,-1,-53,11,18.11,-53.18836389,,-7.38,2175.84,4.308134782,O3.3 V,,,,,,53.18836389,-36.88004167,,53.18836389,-36.88004167
RSC 1237-735-0-0-5354,,,,9,29,59.16,9.499766667,-1,-52,32,25.78,-52.54049444,,-7.12,2157.65,4.549904988,O3.7 V,,,,,,52.54049444,-37.5035,,52.54049444,-37.5035
RSC 1237-735-0-0-4583,,,,9,27,12.35,9.453430556,-1,-51,27,50.5,-51.46402778,,-7.1,2217.41,4.629230009,O3.7 V,,,,,,51.46402778,-38.19854167,,51.46402778,-38.19854167
RSC 1237-735-0-0-340,,,,9,32,28.05,9.541125,-1,-52,15,39.9,-52.26108333,,-6.99,2146.07,4.668219418,O3.8 V,,,,,,52.26108333,-36.883125,,52.26108333,-36.883125
RSC 1237-735-0-0-5728,,,,9,29,16.84,9.488011111,-1,-53,4,12.75,-53.07020833,,-6.95,2176.59,4.738883148,O3.9 V,,,,,,53.07020833,-37.67983333,,53.07020833,-37.67983333
RSC 1237-735-0-0-4657,,,,9,30,54.1,9.515027778,-1,-52,3,21.89,-52.05608056,,-6.71,2183.41,4.985676475,O4.2 V,,,,,,52.05608056,-37.27458333,,52.05608056,-37.27458333
RSC 1237-735-0-0-3959,,,,9,28,34.14,9.47615,-1,-52,8,8.26,-52.13562778,,-6.7,2154.73,4.966964292,O4.2 V,,,,,,52.13562778,-37.85775,,52.13562778,-37.85775
RSC 1237-735-0-0-460,,,,9,26,16.35,9.437875,-1,-52,22,33.11,-52.37586389,,-6.57,2184.07,5.126332768,O4.3 V,,,,,,52.37586389,-38.431875,,52.37586389,-38.431875
RSC 1237-735-0-0-3235,,,,9,26,56.2,9.448944444,-1,-51,50,38.07,-51.84390833,,-6.55,2181.31,5.143586952,O4.4 V,,,,,,51.84390833,-38.26583333,,51.84390833,-38.26583333
RSC 1237-735-0-0-3243,,,,9,26,30.54,9.441816667,-1,-51,57,21.6,-51.956,,-6.4,2174.68,5.286976802,O4.6 V,,,,,,51.956,-38.37275,,51.956,-38.37275
RSC 1237-735-0-0-910,,,,9,30,3.65,9.501013889,-1,-53,2,0.14,-53.03337222,,-6.4,2143.13,5.255242578,O4.6 V,,,,,,53.03337222,-37.48479167,,53.03337222,-37.48479167
RSC 1237-735-0-0-3427,,,,9,24,42.82,9.411894444,-1,-51,59,38.02,-51.99389444,,-6.39,2181.27,5.303547132,O4.6 V,,,,,,51.99389444,-38.82158333,,51.99389444,-38.82158333
RSC 1237-735-0-0-4886,,,,9,25,11.23,9.419786111,-1,-51,56,6.24,-51.93506667,,-6.35,2190.52,5.352736114,O4.6 V,,,,,,51.93506667,-38.70320833,,51.93506667,-38.70320833
RSC 1237-735-0-0-5782,,,,9,28,9.23,9.469230556,-1,-53,7,8.66,-53.11907222,,-6.21,2150.24,5.452434683,O4.8 V,,,,,,53.11907222,-37.96154167,,53.11907222,-37.96154167
RSC 1237-735-0-0-5614,,,,9,30,30.17,9.508380556,-1,-52,15,14.8,-52.25411111,,-6.19,2169.98,5.492278656,O4.8 V,,,,,,52.25411111,-37.37429167,,52.25411111,-37.37429167
RSC 1237-735-0-0-4820,,,,9,33,43.73,9.562147222,-1,-52,2,27.14,-52.04087222,,-6.14,2175.21,5.547505956,O4.9 V,,,,,,52.04087222,-36.56779167,,52.04087222,-36.56779167
RSC 1237-735-0-0-5052,,,,9,29,26.91,9.490808333,-1,-52,2,52.19,-52.04783056,,-6.14,2170.12,5.542418747,O4.9 V,,,,,,52.04783056,-37.637875,,52.04783056,-37.637875
RSC 1237-735-0-0-3302,,,,9,24,56.81,9.415780556,-1,-52,4,16.94,-52.07137222,,-6.12,2193.8,5.585985161,O4.9 V,,,,,,52.07137222,-38.76329167,,52.07137222,-38.76329167
RSC 1237-735-0-0-4652,,,,9,30,53.41,9.514836111,-1,-52,24,34.95,-52.40970833,,-6.12,2179.11,5.571395768,O4.9 V,,,,,,52.40970833,-37.27745833,,52.40970833,-37.27745833
RSC 1237-735-0-0-2903,,,,9,27,37.35,9.460375,-1,-51,43,51.53,-51.73098056,,-6,2189.89,5.702111502,O5.1 V,,,,,,51.73098056,-38.094375,,51.73098056,-38.094375
RSC 1237-735-0-0-2790,,,,9,36,22.28,9.606188889,-1,-52,36,51.3,-52.61425,,-5.9,2159.63,5.771896759,O5.2 V,,,,,,52.61425,-35.90716667,,52.61425,-35.90716667
RSC 1237-735-0-0-4890,,,,9,29,18.04,9.488344444,-1,-51,43,55.2,-51.732,,-5.86,2157.05,5.80930106,O5.2 V,,,,,,51.732,-37.67483333,,51.732,-37.67483333
RSC 1237-735-0-0-3376,,,,9,30,29.11,9.508086111,-1,-51,46,11.8,-51.76994444,,-5.84,2168.92,5.841217667,O5.3 V,,,,,,51.76994444,-37.37870833,,51.76994444,-37.37870833
RSC 1237-735-0-0-4802,,,,9,34,19.59,9.572108333,-1,-52,1,45.17,-52.02921389,,-5.84,2199,5.871126147,O5.3 V,,,,,,52.02921389,-36.418375,,52.02921389,-36.418375
RSC 1237-735-0-0-3876,,,,9,33,15.02,9.554172222,-1,-51,1,57.33,-51.03259167,,-5.82,2158.06,5.850317575,O5.3 V,,,,,,51.03259167,-36.68741667,,51.03259167,-36.68741667
RSC 1237-735-0-0-5625,,,,9,32,5.1,9.53475,-1,-52,12,1.04,-52.20028889,,-5.75,2166.96,5.929254474,O5.4 IV,,,,,,52.20028889,-36.97875,,52.20028889,-36.97875
RSC 1237-735-0-0-1051,,,,9,27,4.91,9.451363889,-1,-52,4,41.59,-52.07821944,,-5.66,2199.12,6.051244641,O5.5 V,,,,,,52.07821944,-38.22954167,,52.07821944,-38.22954167
RSC 1237-735-0-0-3828,,,,9,29,27.31,9.490919444,-1,-53,24,2.34,-53.40065,,-5.66,2151.83,6.00403979,O5.5 V,,,,,,53.40065,-37.63620833,,53.40065,-37.63620833
RSC 1237-735-0-0-878,,,,9,29,33.59,9.492663889,-1,-52,1,28.81,-52.02466944,,-5.65,2175.8,6.038094862,O5.5 V,,,,,,52.02466944,-37.61004167,,52.02466944,-37.61004167
RSC 1237-735-0-0-4396,,,,9,30,40.54,9.511261111,-1,-52,54,40.12,-52.91114444,,-5.63,2173.55,6.055848175,O5.5 V,,,,,,52.91114444,-37.33108333,,52.91114444,-37.33108333
RSC 1237-735-0-0-5292,,,,9,37,36.61,9.626836111,-1,-51,51,52.62,-51.86461667,,-5.57,2151.28,6.093484698,O5.6 V,,,,,,51.86461667,-35.59745833,,51.86461667,-35.59745833
RSC 1237-735-0-0-440,,,,9,28,59.93,9.483313889,-1,-51,57,57.47,-51.96596389,,-5.48,2184.94,6.217197577,O5.7 V,,,,,,51.96596389,-37.75029167,,51.96596389,-37.75029167
RSC 1237-735-0-0-415,,,,9,31,7.44,9.518733333,-1,-51,33,36.63,-51.560175,,-5.48,2153.9,6.186127681,O5.7 V,,,,,,51.560175,-37.219,,51.560175,-37.219
RSC 1237-735-0-0-2210,,,,9,27,47.14,9.463094444,-1,-52,3,57.96,-52.0661,,-5.45,2144.55,6.206680881,O5.8 V,,,,,,52.0661,-38.05358333,,52.0661,-38.05358333
RSC 1237-735-0-0-3582,,,,9,32,2.74,9.534094444,-1,-52,1,39.15,-52.02754167,,-5.39,2164.12,6.286406693,O5.8 IV,,,,,,52.02754167,-36.98858333,,52.02754167,-36.98858333
RSC 1237-735-0-0-617,,,,9,29,15.81,9.487725,-1,-52,36,40.64,-52.61128889,,-5.37,2192.36,6.334559348,O5.9 V,,,,,,52.61128889,-37.684125,,52.61128889,-37.684125
RSC 1237-735-0-0-2352,,,,9,37,27.57,9.624325,-1,-52,44,24.4,-52.74011111,,-5.37,2167.68,6.309975853,O5.9 V,,,,,,52.74011111,-35.635125,,52.74011111,-35.635125
RSC 1237-735-0-0-1567,,,,9,27,27.23,9.457563889,-1,-51,39,48.18,-51.66338333,,-5.34,2215.49,6.387348971,O5.9 V,,,,,,51.66338333,-38.13654167,,51.66338333,-38.13654167
RSC 1237-735-0-0-2120,,,,9,28,8.93,9.469147222,-1,-52,44,16.33,-52.73786944,,-5.31,2171.28,6.37357916,O5.9 V,,,,,,52.73786944,-37.96279167,,52.73786944,-37.96279167
RSC 1237-735-0-0-4555,,,,9,29,56.31,9.498975,-1,-51,20,43.36,-51.34537778,,-5.29,2155.99,6.378233711,O5.9 V,,,,,,51.34537778,-37.515375,,51.34537778,-37.515375
RSC 1237-736-0-0-1210,,,,9,20,22.1,9.339472222,-1,-51,11,30.74,-51.19187222,,-9.69,2150.22,1.972414485,O0.5 V,SCO 1m,,,,,51.19187222,-39.90791667,,51.19187222,-39.90791667
RSC 1237-736-0-0-680,,,,9,21,34.43,9.359563889,-1,-50,55,38.26,-50.92729444,,-8.79,2150.11,2.872303395,O1.6 V,16 Stars,,,,,50.92729444,-39.60654167,,50.92729444,-39.60654167
RSC 1237-736-0-0-473,,,,9,22,46.56,9.3796,-1,-50,41,12.78,-50.68688333,,-6.94,2150.37,4.722565963,O3.9 V,,,,,,50.68688333,-39.306,,50.68688333,-39.306
RSC 1237-736-0-0-547,,,,9,21,52.09,9.364469444,-1,-50,48,18.38,-50.80510556,,-6.87,2150.13,4.792323594,O4 V  ,,,,,,50.80510556,-39.53295833,,50.80510556,-39.53295833
RSC 1237-736-0-0-895,,,,9,22,15.07,9.370852778,-1,-50,36,58.95,-50.616375,,-6.81,2152.9,4.855119289,O4 V  ,,,,,,50.616375,-39.43720833,,50.616375,-39.43720833
RSC 1237-736-0-0-505,,,,9,21,31.72,9.358811111,-1,-51,0,8.47,-51.00235278,,-6.77,2149.46,4.891646838,O4.1 V,,,,,,51.00235278,-39.61783333,,51.00235278,-39.61783333
RSC 1237-736-0-0-1032,,,,9,20,56.04,9.3489,-1,-50,56,8.87,-50.93579722,,-6.75,2150.63,4.912828498,O4.1 V,,,,,,50.93579722,-39.7665,,50.93579722,-39.7665
RSC 1237-736-0-0-867,,,,9,20,40.38,9.34455,-1,-50,50,42.85,-50.84523611,,-6.18,2151.56,5.483767308,O4.8 V,,,,,,50.84523611,-39.83175,,50.84523611,-39.83175
RSC 1237-736-0-0-153,,,,9,19,12.46,9.320127778,-1,-50,54,34.8,-50.90966667,,-6.17,2147.97,5.490141057,O4.9 V,,,,,,50.90966667,-40.19808333,,50.90966667,-40.19808333
RSC 1237-736-0-0-1026,,,,9,21,19.77,9.355491667,-1,-50,49,27.96,-50.82443333,,-6.09,2153.16,5.575381516,O4.9 V,,,,,,50.82443333,-39.667625,,50.82443333,-39.667625
RSC 1237-736-0-0-834,,,,9,21,2.54,9.350705556,-1,-50,54,57.37,-50.91593611,,-6.02,2148.3,5.640474642,O5 V  ,,,,,,50.91593611,-39.73941667,,50.91593611,-39.73941667
RSC 1237-736-0-0-380,,,,9,22,40.2,9.377833333,-1,-51,1,9.44,-51.01928889,,-5.85,2149.19,5.811374056,O5.3 V,,,,,,51.01928889,-39.3325,,51.01928889,-39.3325
RSC 1237-736-0-0-170,,,,9,21,15.85,9.354402778,-1,-50,53,44.24,-50.89562222,,-5.72,2151.72,5.943928783,O5.4 V,,,,,,50.89562222,-39.68395833,,50.89562222,-39.68395833
RSC 1237-736-0-0-553,,,,9,22,15.03,9.370841667,-1,-51,4,0.84,-51.0669,,-5.54,2148.25,6.120424102,O5.6 V,,,,,,51.0669,-39.437375,,51.0669,-39.437375
RSC 1237-736-0-0-19,,,,9,19,45.32,9.329255556,-1,-51,9,31.71,-51.15880833,,-5.46,2156.14,6.208384783,O5.7 V,,,,,,51.15880833,-40.06116667,,51.15880833,-40.06116667
RSC 1237-736-0-0-572,,,,9,21,0.35,9.350097222,-1,-50,55,14.4,-50.92066667,,-5.44,2149.38,6.221566017,O5.8 V,,,,,,50.92066667,-39.74854167,,50.92066667,-39.74854167
RSC 1237-737-0-0-1865,,,,9,17,21.97,9.289436111,-1,-53,4,0.75,-53.066875,,-9.95,2207.96,1.769956007,O0.1 V,SCO 1n,,,,,53.066875,-40.65845833,,53.066875,-40.65845833
RSC 1237-737-0-0-254,,,,9,18,44.19,9.312275,-1,-53,21,51.37,-53.36426944,,-9.3,2170.01,2.382308676,O0.9 V,20 Stars,,,,,53.36426944,-40.315875,,53.36426944,-40.315875
RSC 1237-737-0-0-1399,,,,9,20,14.81,9.337447222,-1,-54,2,27.28,-54.04091111,,-9.1,2174.55,2.58684699,O1.2 V,,,,,,54.04091111,-39.93829167,,54.04091111,-39.93829167
RSC 1237-737-0-0-1674,,,,9,19,35.23,9.326452778,-1,-52,47,25.65,-52.79045833,,-8.95,2181.51,2.743786041,O1.4 V,,,,,,52.79045833,-40.10320833,,52.79045833,-40.10320833
RSC 1237-737-0-0-667,,,,9,15,12.53,9.253480556,-1,-53,22,1.99,-53.36721944,,-7.99,2165.98,3.688272211,O2.6 V,,,,,,53.36721944,-41.19779167,,53.36721944,-41.19779167
RSC 1237-737-0-0-652,,,,9,19,35.8,9.326611111,-1,-53,27,38.59,-53.46071944,,-7.96,2160.82,3.713092955,O2.6 V,,,,,,53.46071944,-40.10083333,,53.46071944,-40.10083333
RSC 1237-737-0-0-303,,,,9,19,52.18,9.331161111,-1,-54,1,36.31,-54.02675278,,-7.45,2188.46,4.250693066,O3.2 V,,,,,,54.02675278,-40.03258333,,54.02675278,-40.03258333
RSC 1237-737-0-0-996,,,,9,19,35.9,9.326638889,-1,-53,31,18.92,-53.52192222,,-7.15,2168.86,4.531157596,O3.6 V,,,,,,53.52192222,-40.10041667,,53.52192222,-40.10041667
RSC 1237-737-0-0-1005,,,,9,21,33.4,9.359277778,-1,-53,34,13.18,-53.57032778,,-7.12,2180.03,4.57231235,O3.7 V,,,,,,53.57032778,-39.61083333,,53.57032778,-39.61083333
RSC 1237-737-0-0-704,,,,9,14,43.11,9.245308333,-1,-53,51,51.34,-53.86426111,,-6.64,2177.37,5.049661174,O4.3 V,,,,,,53.86426111,-41.320375,,53.86426111,-41.320375
RSC 1237-737-0-0-832,,,,9,19,5.24,9.318122222,-1,-52,53,16.08,-52.8878,,-6.62,2163.53,5.055814608,O4.3 IV,,,,,,52.8878,-40.22816667,,52.8878,-40.22816667
RSC 1237-737-0-0-473,,,,9,23,0.18,9.383383333,-1,-52,37,39.48,-52.62763333,,-6.29,2179.92,5.402202779,O4.7 V,,,,,,52.62763333,-39.24925,,52.62763333,-39.24925
RSC 1237-737-0-0-114,,,,9,23,56.21,9.398947222,-1,-52,45,11.2,-52.75311111,,-6.19,2182.24,5.50451256,O4.8 V,,,,,,52.75311111,-39.01579167,,52.75311111,-39.01579167
RSC 1237-737-0-0-1833,,,,9,24,2.72,9.400755556,-1,-53,40,41.58,-53.67821667,,-6.1,2155.37,5.567609169,O4.9 V,,,,,,53.67821667,-38.98866667,,53.67821667,-38.98866667
RSC 1237-737-0-0-1144,,,,9,21,54.4,9.365111111,-1,-54,35,33.16,-54.59254444,,-5.98,2165.98,5.698272211,O5.1 V,,,,,,54.59254444,-39.52333333,,54.59254444,-39.52333333
RSC 1237-737-0-0-741,,,,9,20,26.49,9.340691667,-1,-53,50,57.97,-53.84943611,,-5.92,2183.04,5.775308467,O5.2 V,,,,,,53.84943611,-39.889625,,53.84943611,-39.889625
RSC 1237-737-0-0-1268,,,,9,21,55.69,9.365469444,-1,-53,57,10.92,-53.95303333,,-5.68,2186.56,6.018806995,O5.5 V,,,,,,53.95303333,-39.51795833,,53.95303333,-39.51795833
RSC 1237-737-0-0-271,,,,9,20,47.41,9.346502778,-1,-53,45,29.56,-53.75821111,,-5.62,2180.87,6.073148892,O5.5 V,,,,,,53.75821111,-39.80245833,,53.75821111,-39.80245833
RSC 1237-737-0-0-614,,,,9,21,27.28,9.357577778,-1,-54,4,2.08,-54.06724444,,-5.41,2179.61,6.281893959,O5.8 V,,,,,,54.06724444,-39.63633333,,54.06724444,-39.63633333
RSC 1237-737-0-0-1519,,,,9,19,27.98,9.324438889,-1,-53,7,36.39,-53.126775,,-5.3,2144.06,6.356184673,O5.9 V,,,,,,53.126775,-40.13341667,,53.126775,-40.13341667
RSC 1237-738-0-0-3657,,,,9,44,34.73,9.742980556,-1,-53,55,54.89,-53.93191389,,-9.97,2236.62,1.77796102,O0.1 V,SCO 1o,,,,,53.93191389,-33.85529167,,53.93191389,-33.85529167
RSC 1237-738-0-0-1912,,,,9,39,55.04,9.665288889,-1,-53,49,4.19,-53.81783056,,-9.64,2227.54,2.099127557,O0.5 V,32 Stars,,,,,53.81783056,-35.02066667,,53.81783056,-35.02066667
RSC 1237-738-0-0-2373,,,,9,42,22.37,9.706213889,-1,-54,1,48.57,-54.03015833,,-8.88,2219.53,2.851305097,O1.5 V,,,,,,54.03015833,-34.40679167,,54.03015833,-34.40679167
RSC 1237-738-0-0-1925,,,,9,44,13.3,9.737027778,-1,-53,36,38.53,-53.61070278,,-8.81,2238.1,2.939397436,O1.6 V,,,,,,53.61070278,-33.94458333,,53.61070278,-33.94458333
RSC 1237-738-0-0-1305,,,,9,41,43.77,9.695491667,-1,-53,46,11.82,-53.76995,,-8.8,2232.39,2.943850342,O1.6 V,,,,,,53.76995,-34.567625,,53.76995,-34.567625
RSC 1237-738-0-0-2863,,,,9,43,8.08,9.718911111,-1,-53,42,2.31,-53.70064167,,-7.55,2228.8,4.190355495,O3.1 V,,,,,,53.70064167,-34.21633333,,53.70064167,-34.21633333
RSC 1237-738-0-0-3296,,,,9,42,5.63,9.701563889,-1,-54,4,58.36,-54.08287778,,-7.54,2227.16,4.19875709,O3.1 V,,,,,,54.08287778,-34.47654167,,54.08287778,-34.47654167
RSC 1237-738-0-0-1596,,,,9,44,36.97,9.743602778,-1,-54,24,56.19,-54.41560833,,-7.31,2228.59,4.430150887,O3.4 V,,,,,,54.41560833,-33.84595833,,54.41560833,-33.84595833
RSC 1237-738-0-0-767,,,,9,44,9.75,9.736041667,-1,-53,38,1.69,-53.63380278,,-7,2217.76,4.729572731,O3.8 V,,,,,,53.63380278,-33.959375,,53.63380278,-33.959375
RSC 1237-738-0-0-848,,,,9,42,46.38,9.712883333,-1,-53,59,14.77,-53.98743611,,-6.92,2233.5,4.824929784,O3.9 V,,,,,,53.98743611,-34.30675,,53.98743611,-34.30675
